Number,Title,Name,City,State,Amount
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC",SAN ANTONIO,TX,7525
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HOUSTON AREA CMNTY SERVICES, INC",HOUSTON,TX,7114
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO DE SALUD FAMILIAR LA FE,EL PASO,TX,6925
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BROWNSVILLE COMMUNITY HEALTH CENTER, INC",BROWNSVILLE,TX,6274
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","REGENCE HEALTH NETWORK, INC",PLAINVIEW,TX,6262
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Mt. Enterprise Community Health Clinic,MOUNT ENTERPRISE,TX,5984
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Presidio County Health Services, Inc",MARFA,TX,5525
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH PLAINS RURAL HEALTH SERVICES, INC",LEVELLAND,TX,5474
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SHACKELFORD COUNTY COMMUNITY RESOURCE CENTER,ALBANY,TX,4445
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HOUSTON AREA CMNTY SERVICES, INC",HOUSTON,TX,2321
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HOUSTON AREA CMNTY SERVICES, INC",HOUSTON,TX,2181
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,1838
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","REGENCE HEALTH NETWORK, INC",PLAINVIEW,TX,1670
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HOUSTON AREA CMNTY SERVICES, INC",HOUSTON,TX,623
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HOUSTON AREA CMNTY SERVICES, INC",HOUSTON,TX,586
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","GULF COAST HEALTH CENTER, INC.",PORT ARTHUR,TX,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",HARRIS COUNTY HOSPITAL DISTRICT,HOUSTON,TX,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",HARRIS COUNTY HOSPITAL DISTRICT,HOUSTON,TX,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","GULF COAST HEALTH CENTER, INC.",PORT ARTHUR,TX,0
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","GULF COAST HEALTH CENTER, INC.",PORT ARTHUR,TX,0
93.917,HIV Care Formula Grants,TX ST DEPARTMENT OF HEALTH RESOURCES,AUSTIN,TX,1500000
93.917,HIV Care Formula Grants,TX ST DEPARTMENT OF HEALTH RESOURCES,AUSTIN,TX,0
93.914,HIV Emergency Relief Project Grants,HARRIS COUNTY HEALTH DEPARTMENT,HOUSTON,TX,1000000
93.914,HIV Emergency Relief Project Grants,DALLAS COUNTY GOVERNMENT,DALLAS,TX,970865
93.914,HIV Emergency Relief Project Grants,BEXAR COUNTY HOSPITAL DISTRICT,SAN ANTONIO,TX,275702
93.914,HIV Emergency Relief Project Grants,TARRANT COUNTY HEALTH DEPARTMENT,FT WORTH,TX,272626
93.914,HIV Emergency Relief Project Grants,CITY OF AUSTIN DEPT OF HEALTH & HUMAN SERVICES,AUSTIN,TX,267364
93.914,HIV Emergency Relief Project Grants,CITY OF AUSTIN DEPT OF HEALTH & HUMAN SERVICES,AUSTIN,TX,0
93.914,HIV Emergency Relief Project Grants,DALLAS COUNTY GOVERNMENT,DALLAS,TX,0
93.914,HIV Emergency Relief Project Grants,TARRANT COUNTY HEALTH DEPARTMENT,FT WORTH,TX,0
93.914,HIV Emergency Relief Project Grants,HARRIS COUNTY HEALTH DEPARTMENT,HOUSTON,TX,0
93.914,HIV Emergency Relief Project Grants,BEXAR COUNTY HOSPITAL DISTRICT,SAN ANTONIO,TX,0
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,350000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,350000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,350000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,300000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,-350000
93.817,Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,-350000
93.268,Immunization Cooperative Agreements,TX ST DEPARTMENT OF HEALTH,AUSTIN,TX,10093854
93.268,Immunization Cooperative Agreements,HOUSTON CITY HEALTH & HUMAN SERVICES DEPARTMENT,HOUSTON,TX,1125485
93.268,Immunization Cooperative Agreements,SAN ANTONIO METROPOLITAN HEALTH DISTRICT,SAN ANTONIO,TX,617269
93.185,"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects",SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX,500000
93.185,"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects",SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX,500000
93.185,"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects",TEXAS CHILDREN`S HOSPITAL,HOUSTON,TX,300000
93.441,Indian Self-Determination,YSLETA DEL SUR PUEBLO,EL PASO,TX,438489
93.441,Indian Self-Determination,Kickapoo Traditional Tribe of Texas,EAGLE PASS,TX,246052
93.441,Indian Self-Determination,ALABAMA-COUSHATTA RESERVATION TRIBAL COUNCIL,LIVINGSTON,TX,184852
93.441,Indian Self-Determination,YSLETA DEL SUR PUEBLO,EL PASO,TX,183231
93.441,Indian Self-Determination,Kickapoo Traditional Tribe of Texas,EAGLE PASS,TX,85084
93.441,Indian Self-Determination,Kickapoo Traditional Tribe of Texas,EAGLE PASS,TX,84549
93.441,Indian Self-Determination,ALABAMA-COUSHATTA RESERVATION TRIBAL COUNCIL,LIVINGSTON,TX,73689
93.441,Indian Self-Determination,Kickapoo Traditional Tribe of Texas,EAGLE PASS,TX,59020
93.441,Indian Self-Determination,ALABAMA-COUSHATTA RESERVATION TRIBAL COUNCIL,LIVINGSTON,TX,37777
93.441,Indian Self-Determination,YSLETA DEL SUR PUEBLO,EL PASO,TX,35961
93.441,Indian Self-Determination,ALABAMA-COUSHATTA RESERVATION TRIBAL COUNCIL,LIVINGSTON,TX,32722
93.441,Indian Self-Determination,YSLETA DEL SUR PUEBLO,EL PASO,TX,26449
93.441,Indian Self-Determination,YSLETA DEL SUR PUEBLO,EL PASO,TX,21841
93.441,Indian Self-Determination,ALABAMA-COUSHATTA RESERVATION TRIBAL COUNCIL,LIVINGSTON,TX,15887
93.441,Indian Self-Determination,ALABAMA-COUSHATTA RESERVATION TRIBAL COUNCIL,LIVINGSTON,TX,12645
93.441,Indian Self-Determination,Kickapoo Traditional Tribe of Texas,EAGLE PASS,TX,9997
93.441,Indian Self-Determination,Kickapoo Traditional Tribe of Texas,EAGLE PASS,TX,5174
93.136,Injury Prevention and Control Research and State and Community Based Programs,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,298547
93.568,Low-Income Home Energy Assistance,TX ST Dept of Housing/Community Affairs,AUSTIN,TX,94023896
93.879,Medical Library Assistance,"UNIVERSITY OF TEXAS, GRADUATE SCHOOL BIOMEDICAL SCIENCE",HOUSTON,TX,63106
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,8174572
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,8174572
93.889,National Bioterrorism Hospital Preparedness Program,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,6608746
93.889,National Bioterrorism Hospital Preparedness Program,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,6608746
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,3295666
93.889,National Bioterrorism Hospital Preparedness Program,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,2077613
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,0
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,0
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,0
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,0
93.889,National Bioterrorism Hospital Preparedness Program,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,-6608746
93.889,National Bioterrorism Hospital Preparedness Program,TEXAS HOSPITAL ASSOCIATION FOUNDATION,AUSTIN,TX,-8174572
93.052,"National Family Caregiver Support, Title III, Part E",TEXAS HEALTH & HUMAN SERVICES COMMISSION,AUSTIN,TX,6432408
93.142,NIEHS Hazardous Waste Worker Health and Safety Training,"UNIVERSITY OF TEXAS, GRADUATE SCHOOL BIOMEDICAL SCIENCE",HOUSTON,TX,98444
93.359,"Nurse Education, Practice Quality and Retention Grants",TEXAS A&M UNIVERSITY-CORPUS CHRISTI,CORPUS CHRISTI,TX,78571
93.359,"Nurse Education, Practice Quality and Retention Grants",UNIVERSITY OF TEXAS HEALTH SCIENCE CTR AT SAN ANTONIO,SAN ANTONIO,TX,78571
93.359,"Nurse Education, Practice Quality and Retention Grants",UNIVERSITY OF THE INCARNATE WORD,SAN ANTONIO,TX,78571
93.253,Poison Center Support and Enhancement Grant,DALLAS COUNTY HOSPITAL DISTRICT,DALLAS,TX,120977
93.253,Poison Center Support and Enhancement Grant,"UNIVERSITY OF TEXAS, MEDICAL BRANCH AT GALVESTON",GALVESTON,TX,106622
93.253,Poison Center Support and Enhancement Grant,UNIVERSITY OF TEXAS HEALTH SCIENCE CTR AT SAN ANTONIO,SAN ANTONIO,TX,71236
93.253,Poison Center Support and Enhancement Grant,BAYLOR RESEARCH INSTITUTE,DALLAS,TX,46616
93.253,Poison Center Support and Enhancement Grant,SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX,46616
93.253,Poison Center Support and Enhancement Grant,University Medical Center of El Paso,EL PASO,TX,20722
93.253,Poison Center Support and Enhancement Grant,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,LUBBOCK,TX,19719
93.253,Poison Center Support and Enhancement Grant,SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX,0
93.253,Poison Center Support and Enhancement Grant,SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX,-46616
93.969,PPHF Geriatric Education Centers ,UNIV OF NORTH TEXAS HEALTH SCIENCE CTR AT FT WORTH,FORT WORTH,TX,90625
93.969,PPHF Geriatric Education Centers ,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,90625
93.083,"Prevention of Disease, Disability, and Death through Immunization and Control of Respiratory and Related Diseases",SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX,500000
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,36976922
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,18089777
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,CITY OF HOUSTON,HOUSTON,TX,5000000
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,CITY OF HOUSTON,HOUSTON,TX,1465367
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,CITY OF HOUSTON,HOUSTON,TX,0
93.354,Public Health Emergency Response:  Cooperative Agreement for Emergency Response: Public Health Crisis Response,TX DEPT OF STATE HEALTH SERVICES,AUSTIN,TX,0
93.829,Section 223 Demonstration Programs to Improve Community Mental Health Services,TARRANT COUNTY MENTAL HEALTH MENTAL RETARDATION,FORT WORTH,TX,4000000
93.829,Section 223 Demonstration Programs to Improve Community Mental Health Services,SABINE VALLEY CENTER,LONGVIEW,TX,4000000
93.829,Section 223 Demonstration Programs to Improve Community Mental Health Services,Andrews Center,TYLER,TX,3784318
93.301,Small Rural Hospital Improvement Grant Program,TEXAS DEPARTMENT OF AGRICULTURE,AUSTIN,TX,11129844
93.044,"Special Programs for the Aging, Title III, Part B, Grants for Supportive Services and Senior Centers",TEXAS HEALTH & HUMAN SERVICES COMMISSION,AUSTIN,TX,13504830
93.045,"Special Programs for the Aging, Title III, Part C, Nutrition Services",TEXAS HEALTH & HUMAN SERVICES COMMISSION,AUSTIN,TX,32411593
93.045,"Special Programs for the Aging, Title III, Part C, Nutrition Services",TEXAS HEALTH & HUMAN SERVICES COMMISSION,AUSTIN,TX,10803864
93.045,"Special Programs for the Aging, Title III, Part C, Nutrition Services",TEXAS HEALTH & HUMAN SERVICES COMMISSION,AUSTIN,TX,5401932
93.048,"Special Programs for the Aging, Title IV, and Title II, Discretionary Projects",TEXAS HEALTH & HUMAN SERVICES COMMISSION,AUSTIN,TX,3000000
